(H)ísus	<i>noun</i><br><ol><li>arrow</li></ol>
plúsis	<i>noun</i><br><ol><li>flea</li></ol>
pl̥h₁nós|pl̥h₁nā́m|pl̥h₁néh₂h₁|pl̥h₁nóy|pl̥h₁nóyh₁|pl̥h₁né|pl̥h₁nómos|pl̥h₁néad|pl̥h₁néh₂mos|pl̥h₁nóHom|pl̥h₁nósyo|pl̥h₁nóh₁|pl̥h₁néh₂|pl̥h₁nóes|pl̥h₁néh₂oHom|pl̥h₁néh₂h₁e|pl̥h₁néh₂i|pl̥h₁néh₂m̥s|pl̥h₁néh₂bʰi|pl̥h₁nóysu|pl̥h₁nṓys|pl̥h₁néh₂ey|pl̥h₁néh₂s|pl̥h₁nóey|pl̥h₁néy|pl̥h₁néh₂su|non-ablauting|pl̥h₁nóm|pl̥h₁néh₂es|pl̥h₁nóms	<i>adj</i><br><ol><li>full</li></ol>
pl̥th₂enós|pl̥th₂enóey|pl̥th₂enóyh₁|pl̥th₂enéh₂h₁e|pl̥th₂enéh₂su|pl̥th₂enéy|pl̥th₂enóm|pl̥th₂enóms|pl̥th₂enóHom|pl̥th₂enéad|pl̥th₂enómos|pl̥th₂enéh₂es|pl̥th₂enéh₂i|pl̥th₂enéh₂h₁|pl̥th₂enósyo|pl̥th₂enóes|pl̥th₂enóy|pl̥th₂enéh₂bʰi|pl̥th₂enṓys|pl̥th₂enā́m|pl̥th₂enóysu|pl̥th₂enéh₂s|pl̥th₂ené|pl̥th₂enéh₂ey|pl̥th₂enóh₁|pl̥th₂enéh₂m̥s|non-ablauting|pl̥th₂enéh₂mos|pl̥th₂enéh₂|pl̥th₂enéh₂oHom	<i>adj</i><br><ol><li>wide, broad</li></ol>
pnéwmn̥|pn̥wm̥néy|pn̥wm̥néh₁|pnuméns|pnumén|pnéwmō|pnuméni|pnuméney|pn̥wm̥nés|pnéwm̥nih₁|pnuménh₁	<i>noun</i><br><ol><li>breath</li></ol>
pornóm|pornóHom|pornéy|pornóysu|pornóyh₁|pornóey|pornóh₁|pornṓys|pornéh₂|pornéad|pornómos|pornóy|pornósyo	<i>noun</i><br><ol><li>feather, wing</li><li>fern, leaf</li></ol>
priHós|priHéh₂su|priHéy|priHéh₂mos|priHéh₂ey|priHéh₂i|priHéh₂oHom|priHéh₂m̥s|priHóHom|priHṓys|priHóyh₁|priHéh₂h₁|priHósyo|priHóysu|priHéh₂|priHé|priHómos|priHéad|priHā́m|priHéh₂s|priHóy|priHéh₂es|priHóms|priHóey|priHóm|priHéh₂h₁e|priHéh₂bʰi|priHóh₁|priHóes	<i>adj</i><br><ol><li>dear, beloved</li><li>happy, free</li></ol>
pró	<i>adv</i><br><ol><li>toward, leading to</li></ol>
pr̥sḱéti|pr̥sḱóror|pr̥sḱṓmosdʰh₂|pr̥sḱónti|pr̥sḱési|pr̥sḱḗth₂er|pr̥sḱéto|pr̥sḱóyh₁o|pr̥sḱóh₂e|pr̥sḱówedʰh₂|pr̥sḱṓwosdʰh₂|pr̥sḱḗtor|pr̥sḱómos|pr̥sḱétām|pr̥sḱétor|pr̥sḱómosdʰh₂|pr̥sḱóytām|pr̥sḱé|pr̥sḱétom|pr̥sḱédʰh₂we|pr̥sḱóro|pr̥sḱówe|pr̥sḱónto|pr̥sḱóymedʰh₂|pr̥sḱḗte|pr̥sḱóyt|pr̥sḱóh₂|pr̥sḱónts|pr̥sḱéso|pr̥sḱóyto|pr̥sḱóyh₁n̥to|pr̥sḱét|pr̥sḱówos|pr̥sḱómedʰh₂|pr̥sḱṓh₂er|pr̥sḱóyh₁m̥|pr̥sḱéth₂er|pr̥sḱóh₂er|pr̥sḱówosdʰh₂|pr̥sḱóm|pr̥sḱóme|pr̥sḱḗti|pr̥sḱṓwos|pr̥sḱóytom|pr̥sḱṓnti|pr̥sḱóyro|pr̥sḱṓntor|pr̥sḱétu|pr̥sḱóys|pr̥sḱóntor|pr̥sḱṓror|pr̥sḱḗsi|pr̥sḱéte|pr̥sḱóntu|pr̥sḱóywedʰh₂|pr̥sḱóyte|pr̥sḱóydʰh₂we|pr̥sḱétes|pr̥sḱṓmos|pr̥sḱḗdʰh₂we|pr̥sḱéth₂e|pr̥sḱóyme|pr̥sḱóyh₁n̥t|pr̥sḱḗtes|pr̥sḱóyh₂e|pr̥sḱés|pr̥sḱóyth₂e|pr̥sḱómnos|pr̥sḱóywe|pr̥sḱónt|pr̥sḱṓh₂	<i>verb</i><br><ol><li>to keep asking, to question</li></ol>
pstḗn|pstén|psténm̥s|pstn̥mós|pstnéy|pstnés|psténh₁|psténes|pstnéh₁|psténh₁e|pstn̥sú|pstnóHom|psténi|pstn̥bʰí|psténm̥	<i>noun</i><br><ol><li>breast, teat</li></ol>
puHrós|puHróh₁|puHróey|puHróHom|puHrósyo|puHréad|puHróm|puHróes|puHrómos|puHré|puHréy|puHróysu|puHróms|puHrṓys|puHróy	<i>noun</i><br><ol><li>wheat</li></ol>
péh₂sti|ph₂sn̥tó|ph₂sih₁tó|ph₂smédʰh₂|ph₂swédʰh₂|ph₂stó|ph₂smé|péh₂si|ph₂sh₂ér|péh₂soh₂er|ph₂sdʰh₂wé|péh₂soh₂|péh₂setor|ph₂stés|ph₂sih₁ró|ph₂swé|ph₂srór|ph₂sm̥h₁nós|péh₂somos|ph₂sih₁tā́m|ph₂syéh₁t|péh₂sedʰh₂we|ph₂syéh₁m̥|ph₂sih₁ó|ph₂sént|ph₂stór|ph₂sih₁h₂é|ph₂stā́m|ph₂sró|péh₂stu|ph₂sih₁ént|péh₂sm̥|péh₂sowos|ph₂smós|ph₂sih₁tóm|péh₂setes|ph₂smósdʰh₂|ph₂sénti|ph₂sór|péh₂st|ph₂sih₁médʰh₂|ph₂sih₁té|ph₂sih₁mé|péh₂sowosdʰh₂|péh₂seth₂er|ph₂sih₁wédʰh₂|péh₂somosdʰh₂|ph₂sté|ph₂sth₂é|ph₂sih₁wé|ph₂stóm|ph₂séntu|ph₂sih₁n̥tó|péh₂sonti|péh₂sete|ph₂sónts|ph₂sdʰí|ph₂sth₂ér|péh₂seti|péh₂sesi|ph₂só|ph₂swósdʰh₂|péh₂soror|ph₂syéh₁s|péh₂smi|péh₂sontor|ph₂sih₁th₂é|ph₂swós|ph₂sn̥tór|ph₂sih₁dʰh₂wé|ph₂sh₂é|péh₂s	<i>verb</i><br><ol><li>to guard, to protect</li><li>to shepherd</li></ol>
péh₂wr̥|ph₂wéns|ph₂unés|ph₂wéney|ph₂wéni|ph₂unéh₁|ph₂wén|ph₂unéy|ph₂wénh₁|péh₂wōr	<i>noun</i><br><ol><li>fire</li><li>spelt (grain)</li></ol>
pékʷeti|pékʷonts|pékʷoyth₂e|pékʷomosdʰh₂|pékʷonti|pékʷoh₂e|pékʷoydʰh₂we|pékʷesi|pékʷete|pékʷoro|pékʷēth₂er|pékʷonto|pékʷetom|pékʷoywedʰh₂|pékʷowos|pékʷoh₂|pékʷētor|pékʷoymedʰh₂|pékʷont|pékʷet|pékʷōh₂|pékʷēdʰh₂we|pékʷomnos|pékʷontu|pékʷomos|pékʷoyh₁o|pékʷoyto|pékʷoyt|pékʷowe|pékʷōmosdʰh₂|pékʷoyme|pékʷoyh₂e|pékʷoyh₁m̥|pékʷoyh₁n̥to|pékʷomedʰh₂|pékʷoror|pékʷōwos|pékʷetes|pékʷēsi|pékʷēti|pékʷoytām|pékʷome|pékʷetām|pékʷeth₂e|pékʷōntor|pékʷoh₂er|pékʷetor|pékʷowedʰh₂|pékʷōwosdʰh₂|pékʷoyro|pékʷoys|pékʷēte|pékʷōh₂er|pékʷedʰh₂we|pékʷoyh₁n̥t|pékʷeto|pékʷowosdʰh₂|pékʷōror|pékʷētes|pékʷe|pékʷes|pékʷeso|pékʷontor|pékʷōmos|pékʷeth₂er|pékʷoytom|pékʷōnti|pékʷom|pékʷetu|pékʷoywe|pékʷoyte	<i>verb</i><br><ol><li>to be cooking</li><li>to ripen</li></ol>
pénkʷe	<i>num</i><br><ol><li>five</li></ol>
pénkʷedḱomt	<i>num</i><br><ol><li>fifty</li></ol>
pérdetor|pérdoyh₁o|pérdēdʰh₂we|pérdoh₂e|pérdeso|pérdoror|pérdomnos|pérdōh₂er|pérdeto|pérdōror|pérdōwosdʰh₂|pérdowedʰh₂|pérdoyh₂e|pérdonto|pérdoyth₂e|pérdoydʰh₂we|pérdontor|pérdoh₂er|pérdoro|pérdētor|pérdedʰh₂we|pérdōmosdʰh₂|pérdēth₂er|pérdomedʰh₂|pérdeth₂e|pérdoyto|pérdoyro|pérdōntor|pérdoywedʰh₂|pérdowosdʰh₂|pérdomosdʰh₂|pérdeth₂er|pérdoyh₁n̥to|pérdoymedʰh₂	<i>verb</i><br><ol><li>to be farting</li></ol>
pérkus|pr̥kʷéwi|pr̥kʷéwey|pérku|pérkums|pr̥kʷéwoHom|pr̥kʷéw|pr̥kʷúh₁|pr̥kʷúsu|pr̥kʷéws|pérkewes|pérkum|pérkuh₁e|pr̥kʷúbʰi|pérkuh₁|pr̥kʷúmos	<i>noun</i><br><ol><li>oak</li></ol>
pértus|pr̥téwey|pr̥téwi|pr̥téw|pértu|pértums|pr̥túh₁|pr̥túbʰi|pr̥téwoHom|pértuh₁e|pr̥túsu|pértuh₁|pr̥téws|pr̥túmos|pértum|pértewes	<i>noun</i><br><ol><li>crossing</li></ol>
péruti	<i>adv</i><br><ol><li>last year</li></ol>
pérwr̥|pr̥wén|pr̥wénh₁|pérunmos|pérwr̥|pérunh₁|pérunsu|prunés|pérun|péruns|pr̥wéni|prunéy|pérunoHom|pr̥wéns|péruney|pérurih₁|pr̥wéney|pérwr̥h₂|péruni|prunéh₁|pérwōr|pérunbʰi	<i>noun</i><br><ol><li>ford, crossing</li><li>rock</li><li>mountain</li></ol>
pérḱus|pérḱum|pérḱuh₁e|pr̥ḱéwey|pérḱuh₁|pérḱewes|pr̥ḱéwoHom|pr̥ḱúbʰi|pr̥ḱúmos|pr̥ḱéws|pr̥ḱúh₁|pérḱu|pr̥ḱéwi|pr̥ḱúsu|pérḱums|pr̥ḱéw	<i>noun</i><br><ol><li>chest</li><li>rib</li></ol>
péth₂eti|péth₂eth₂e|péth₂oyth₂e|péth₂oyt|péth₂oh₂e|péth₂ēth₂er|péth₂oyh₁m̥|péth₂owosdʰh₂|péth₂es|péth₂et|péth₂ontu|péth₂etu|péth₂ētor|péth₂ēdʰh₂we|péth₂edʰh₂we|péth₂etām|péth₂etes|péth₂eso|péth₂ēsi|péth₂om|péth₂oror|péth₂omedʰh₂|péth₂ete|péth₂oyro|péth₂ontor|péth₂ōnti|péth₂omosdʰh₂|péth₂oyme|péth₂oyh₁n̥t|péth₂oyh₁o|péth₂oh₂er|péth₂oyh₁n̥to|péth₂oro|péth₂oh₂|péth₂onti|péth₂ont|péth₂ōh₂er|péth₂oywe|péth₂oyto|péth₂owedʰh₂|péth₂oys|péth₂ōh₂|péth₂e|péth₂omos|péth₂omnos|péth₂oydʰh₂we|pét (h₂)eti|péth₂etom|péth₂ōwosdʰh₂|péth₂onto|péth₂oyh₂e|péth₂oytām|péth₂ōmos|péth₂eto|péth₂ōror|péth₂ōntor|péth₂etor|péth₂ōwos|péth₂eth₂er|péth₂ētes|péth₂onts|péth₂owe|péth₂ēte|péth₂oytom|péth₂oyte|péth₂oywedʰh₂|péth₂ome|péth₂esi|péth₂owos|péth₂ēti|péth₂oymedʰh₂|péth₂ōmosdʰh₂	<i>verb</i><br><ol><li>to fly</li></ol>
péth₂r̥|pth₂éns|péth₂ōr|pth₂én|pth₂néy|pth₂éni|pth₂néh₁|pth₂nés|pth₂éney|pth₂énh₁	<i>noun</i><br><ol><li>wing</li><li>feather</li></ol>
péyh₂tu|pih₂téwoHom|pih₂téw|pih₂téws|péyh₂twih₁|pih₂téwi|pih₂túbʰi|péyh₂tuh₂|pih₂túsu|pih₂túh₁|pih₂túmos|pih₂téwey	<i>noun</i><br><ol><li>something fattening, nourishing</li></ol>
péyh₂wr̥|pih₂unéy|pih₂wénh₁|pih₂unéh₁|pih₂wéney|pih₂wén|péyh₂wōr|pih₂wéni|pih₂unés|pih₂wéns	<i>noun</i><br><ol><li>fat</li><li>swelling</li></ol>
péḱu|pḱéwey|pḱúsu|péḱwih₁|pḱéw|pḱúbʰi|pḱéws|pḱéwoHom|péḱuh₂|pḱúh₁|pḱéwi|pḱúmos	<i>noun</i><br><ol><li>livestock</li></ol>
píbeti|píbētes|píbomos|píbowedʰh₂|píboys|píbomosdʰh₂|píboyh₁n̥to|píbōror|píboro|píbom|píboyh₂e|píbontu|píbēte|píbome|píbetu|píbēdʰh₂we|píbonts|píbēti|píbeto|píbes|píbōntor|píbeso|píbōmos|píboror|píbet|píbonto|píboyh₁n̥t|píbōnti|píboymedʰh₂|píboyro|píbowosdʰh₂|píbōwosdʰh₂|píbōh₂|píboywe|píboytom|píbetām|píbesi|píbēsi|píbowe|píbonti|píboh₂e|píboyto|píboyh₁o|píboh₂|píbōh₂er|píboydʰh₂we|píbetor|píboyh₁m̥|píbont|píbontor|píboh₂er|píbēth₂er|píboytām|píboyt|píbe|píbedʰh₂we|píbeth₂er|píbeth₂e|píboyte|píbetom|píbowos|píbetes|píboyme|píbōmosdʰh₂|píbomnos|píbete|píboyth₂e|píbētor|píboywedʰh₂|píbomedʰh₂|píbōwos	<i>verb</i><br><ol><li>alternative reconstruction of *píph₃eti</li></ol>
píph₃eti|píph₃esi|píph₃etor|píph₃oywe|píph₃owedʰh₂|píph₃ōmos|píph₃owosdʰh₂|píph₃oyme|píph₃omosdʰh₂|píph₃ēth₂er|píph₃oh₂e|píph₃etes|píph₃ōror|píph₃owe|píph₃ēti|píph₃etu|píph₃oh₂er|píph₃ōnti|píph₃oyh₁o|píph₃oyte|píph₃ētes|píph₃oytām|píph₃oror|píph₃ontu|píph₃eth₂er|píph₃ōmosdʰh₂|píph₃ont|píph₃oydʰh₂we|píph₃et|píph₃es|píph₃oyh₁n̥t|píph₃oyh₁n̥to|píph₃oyro|píph₃oyt|píph₃oymedʰh₂|píph₃edʰh₂we|píph₃ōwosdʰh₂|píph₃oyto|píph₃etām|píph₃oys|píph₃e|píph₃ōntor|píph₃ōh₂|píph₃oyth₂e|píph₃owos|píph₃ete|píph₃om|píph₃ome|píph₃eso|píph₃omedʰh₂|píph₃ētor|píph₃onts|píph₃oyh₂e|píph₃eto|píph₃oywedʰh₂|píph₃etom|píph₃ēte|píph₃oyh₁m̥|píph₃ōh₂er|píph₃ontor|píph₃oro|píph₃omnos|píph₃omos|píph₃eth₂e|píph₃oytom|píph₃onto|píph₃oh₂|píph₃ōwos|píph₃onti|píph₃ēdʰh₂we|píph₃ēsi	<i>verb</i><br><ol><li>to drink, to be drinking</li></ol>
písdeh₂|písdeh₂s|písdeh₂h₁|písdeh₂ey|písdeh₂m̥s|písdeh₂i|písdeh₂oHom|písdeh₂h₁e|písdām|písdeh₂bʰi|písdeh₂es|písdeh₂su|písdeh₂mos	<i>noun</i><br><ol><li>vulva</li></ol>
póntoh₁s|póntoh₁i|póntoh₁|póntoh₁m̥|pn̥th₁mós|pn̥th₁éh₁|pn̥th₁óHom|pn̥th₁bʰí|pn̥th₁éy|póntoh₁es|pn̥th₁és|póntoh₁h₁|pn̥th₁sú|póntoh₁h₁e|póntoh₁m̥s	<i>noun</i><br><ol><li>path</li></ol>
pórḱos|pórḱom|pórḱōys|pórḱoy|pórḱoes|pórḱoh₁|pórḱoms|pórḱe|pórḱoHom|pórḱomos|pórḱey|pórḱead|pórḱoey|pórḱoysu|pórḱosyo	<i>noun</i><br><ol><li>piglet</li></ol>
pós	<i>adv</i><br><ol><li>afterwards, post</li><li>by, at</li></ol>
pótis|pótih₁|pétimos|pétis|póteyes|pótih₁e|péti|pétyoHom|pétih₁|pétisu|pótim|pétibʰi|pétyey|pótims|póti	<i>noun</i><br><ol><li>master, ruler</li><li>husband</li></ol>
pótnih₂	<i>noun</i><br><ol><li>wife</li><li>female possessor, mistress; Lady</li></ol>
pī́ts|pitsmós|pitsú|pitsés|pī́tsh₁|pitséy|pī́tsi|pī́tsh₁e|pitsóHom|pī́tsm̥|pī́tses|pitsbʰí|pī́tsm̥s|pitséh₁	<i>noun</i><br><ol><li>pitch, resin</li><li>pine tree</li></ol>
pṓds|pedés|pódh₁|pódm̥|pedmós|péd|pedóHom|pódh₁e|pód|pedéh₁|pódm̥s|pédi|pedsú|pedbʰí|pedéy|pódes	<i>noun</i><br><ol><li>foot</li></ol>
reh₁mós	<i>adj</i><br><ol><li>dark</li><li>dirty</li></ol>
reh₁ís|reh₁ih₁e|reh₁eyes|rh₁yés|reh₁yóHom|rh₁imós|reh₁im|rh₁yóHom|reh₁i|reh₁yéh₁|reh₁yés|rh₁isú|reh₁is|reh₁ih₁|rh₁yéy|reh₁yéy|reh₁ibʰí|rh₁ibʰí|reh₁imós|reh₁ims|rh₁yéh₁|reh₁isú	<i>root</i><br><ol><li>wealth, goods</li></ol>
sedtós|sedtéh₂ey|sedtéy|sedtóey|sedtéh₂mos|sedté|sedtéh₂s|sedtéad|sedtéh₂es|sedtómos|sedtṓys|sedtéh₂m̥s|sedtóh₁|sedtóm|sedtóms|sedtóy|sedtéh₂h₁|sedtósyo|sedtéh₂|sedtóHom|sedtéh₂i|sedtéh₂su|sedtóysu|sedtéh₂bʰi|sedtóes|sedtā́m|non-ablauting|sedtéh₂oHom|sedtóyh₁|sedtéh₂h₁e	<i>adj</i><br><ol><li>seated</li></ol>
septḿ̥	<i>num</i><br><ol><li>seven</li></ol>
septḿ̥dḱomt	<i>num</i><br><ol><li>seventy</li></ol>
sewyós|(h₁)sewyós	<i>adj</i><br><ol><li>left, left-hand</li></ol>
sh₂éytlom|sh₂eytleh₂|sh₂eytloHom|sh₂eytloey|sh₂eytlead|sh₂eytloysu|sh₂eytlom|sh₂eytlomos|sh₂eytlōys|sh₂eytley|sh₂eytloy|sh₂eytloh₁|sh₂eytlosyo|sh₂eytloyh₁	<i>noun</i><br><ol><li>lifetime, lifespan</li></ol>
sh₂ómn̥	<i>noun</i><br><ol><li>song</li></ol>
sih₂	<i>pron</i><br><ol><li>she</li></ol>
skinédti|skinédete|skindént|skindih₁th₂é|skindwósdʰh₂|skindth₂é|skindih₁wé|skinédmi|skinédeti|skinédesi|skindmédʰh₂|skindih₁tā́m|skinddʰí|skindyéh₁s|skinédonti|skinédeth₂er|skindih₁ó|skinddʰh₂wé|skinédowosdʰh₂|skinédoror|skindénti|skindih₁té|skindh₂ér|skindó|skindih₁ró|skinédm̥|skindmé|skindwé|skindté|skindró|skindtór|skindih₁tóm|skindih₁mé|skindéntu|skindór|skindth₂ér|skindtés|skindónts|skindih₁h₂é|skindih₁tó|skinédetes|skinéd|skindsó|skindwédʰh₂|skindn̥tór|skindwós|skindrór|skinédowos|skindih₁médʰh₂|skindih₁ént|skindih₁wédʰh₂|skindmósdʰh₂|skindtó|skinédetor|skinédsi|skinédomosdʰh₂|skinéds|skinédoh₂|skindyéh₁m̥|skinédt|skindyéh₁t|skinédedʰh₂we|skindtóm|skindih₁dʰh₂wé|skindn̥tó|skinédontor|skindih₁n̥tó|skindtā́m|skindm̥h₁nós|skindmós|skindh₂é|skinédomos|skinédoh₂er|skinédtu	<i>verb</i><br><ol><li>to be cutting off</li></ol>
skéydt|skéydedʰh₂we|skéydonti|skidté|skéydoh₂er|skidró|skidéntu|skiddʰh₂wé|skéydoror|skidó|skéydm̥|skidih₁tā́m|skidh₂é|skidmé|skidsó|skéydeti|skidyéh₁t|skidih₁tóm|skéydoh₂|skéydeth₂er|skidyéh₁m̥|skidih₁dʰh₂wé|skidih₁tó|skéydomosdʰh₂|skidih₁té|skéydowos|skidih₁n̥tó|skidtā́m|skidth₂é|skidih₁ó|skidih₁h₂é|skidih₁médʰh₂|skidih₁wé|skidónts|skidn̥tó|skéydetor|skéydontor|skidyéh₁s|skidih₁wédʰh₂|skéydomos|skidih₁ró|skéydowosdʰh₂|skéydetes|skidih₁ént|skidtóm|skidént|skéyd|skiddʰí|skidmédʰh₂|skéydtu|skidwédʰh₂|skidwé|skéydesi|skidtó|skidm̥h₁nós|skéyds|skidih₁th₂é|skidih₁mé|skéydete	<i>verb</i><br><ol><li>to cut off</li></ol>
smérus|smérum|sm̥rúmos|sm̥rúsu|sm̥rúh₁|sm̥réws|smérewes|sm̥réwoHom|sm̥réw|sm̥réwi|sméruh₁e|smérums|sméru|sm̥réwey|sméruh₁|sm̥rúbʰi	<i>noun</i><br><ol><li>grease</li></ol>
snusós|snusóy|snusóysu|snusṓys|snusóh₁|snusóm|snuséad|snusé|snusóms|snusósyo|snusóey|snuséy|snusómos|snusóes|snusóHom	<i>noun</i><br><ol><li>daughter-in-law</li></ol>
snéh₁wr̥|sn̥h₁wéns|sn̥h₁wénh₁|sn̥h₁wéney|sn̥h₁wéni|sn̥h₁wén	<i>noun</i><br><ol><li>sinew, tendon</li></ol>
snéygʷʰs|snigʷʰéy|snéygʷʰh₁e|snéygʷʰi|snigʷʰés|snéygʷʰh₁|snigʷʰóHom|snéygʷʰm̥|snigʷʰsú|snéygʷʰes|snigʷʰéh₁|snéygʷʰm̥s|snigʷʰbʰí|snigʷʰmós|snéyg	<i>noun</i><br><ol><li>snow</li></ol>
snóygʷʰos|snóygʷʰey|snóygʷʰoysu|snóygʷʰead|snóygʷʰoHom|snóygʷʰoy|snóygʷʰosyo|snóygʷʰomos|snóygʷʰe|snóygʷʰoh₁|snóygʷʰōys|snóygʷʰoes|snóygʷʰom|snóygʷʰoms|snóygʷʰoey	<i>noun</i><br><ol><li>snow</li></ol>
sodéyeti|sodéyet|sodéyoywe|sodéyetu|sodéyoro|sodéyom|sodéyowedʰh₂|sodéyome|sodéyetom|sodéyoyt|sodéyētes|sodéyontor|sodéyesi|sodéyoyro|sodéyonts|sodéyomos|sodéyonti|sodéyowe|sodéyēsi|sodéyetes|sodéyetor|sodéyowosdʰh₂|sodéyeso|sodéyoyh₁n̥to|sodéyōnti|sodéyoror|sodéyont|sodéyoyh₂e|sodéyonto|sodéyōh₂|sodéyoyh₁n̥t|sodéyēdʰh₂we|sodéyete|sodéyomnos|sodéyoh₂e|sodéyeth₂er|sodéyeto|sodéyoyh₁m̥|sodéyoyth₂e|sodéyoytām|sodéyōh₂er|sodéyōmosdʰh₂|sodéyomosdʰh₂|sodéyēte|sodéyoh₂|sodéyēti|sodéyes|sodéyetām|sodéyōmos|sodéyētor|sodéyōwosdʰh₂|sodéyoymedʰh₂|sodéyoyme|sodéyoyte|sodéyoyto|sodéyōwos|sodéyōntor|sodéyoyh₁o|sodéyēth₂er|sodéyōror|sodéyedʰh₂we|sodéyoh₂er|sodéyoywedʰh₂|sodéye|sodéyontu|sodéyeth₂e|sodéyowos|sodéyomedʰh₂|sodéyoytom|sodéyoydʰh₂we|sodéyoys	<i>verb</i><br><ol><li>to set, to seat, to cause to sit</li></ol>
sokʷós|sokʷṓys|sokʷóey|sokʷéad|sokʷóHom|sokʷóy|sokʷómos|sokʷéy|sokʷóysu|sokʷóes|sokʷóms|sokʷósyo|sokʷóh₁|sokʷóm|sokʷé	<i>noun</i><br><ol><li>juice of plants</li></ol>
somh₁ós|somHṓys|somHóy|somHóes|somHóm|somHéh₂ey|somHéh₂s|somHéh₂su|somHómos|somHóey|somHóh₁|somHéy|somHéh₂oHom|somHósyo|somHóyh₁|somHéad|somHéh₂es|somHéh₂m̥s|somHā́m|somHéh₂bʰi|somHóms|somHéh₂|somHé|somHéh₂h₁|somHós|somHéh₂h₁e|non-ablauting|somHóysu|somHóHom|somHéh₂mos|somHéh₂i	<i>adj</i><br><ol><li>same, alike, alone?</li></ol>
soytós|soytóy|soytéy|soytóh₁|soytóes|soytéad|soytómos|soytóHom|soytóm|soyté|soytóey|soytósyo|soytóms|soytóysu|soytṓys	<i>noun</i><br><ol><li>magic</li></ol>
spéh₁s|spéh₁h₁e|spéh₁h₁|spéh₁i|spéh₁|sph₁sú|sph₁éh₁|sph₁óHom|sph₁bʰí|spéh₁es|sph₁éy|spéh₁m̥s|sph₁és|sph₁mós|spéh₁m̥	<i>noun</i><br><ol><li>prosperity, success</li></ol>
spéḱs|spéḱm̥s|spḱéy|spḱéh₁|spéḱi|spéḱ|spéḱes|spéḱh₁e|spḱmós|spḱbʰí|spéḱm̥|spḱés|spḱóHom|spḱsú|spéḱh₁	<i>noun</i><br><ol><li>watcher</li><li>spy</li></ol>
spéḱyeti|spéḱyont|spéḱyoywe|spéḱyoyh₁o|spéḱyēsi|spéḱyoyh₁n̥t|spéḱyoymedʰh₂|spéḱye|spéḱyoyh₂e|spéḱyōntor|spéḱyōror|spéḱyoror|spéḱyoys|spéḱyete|spéḱyowe|spéḱyōmos|spéḱyoyme|spéḱyowedʰh₂|spéḱyoyt|spéḱyes|spéḱyesi|spéḱyoh₂e|spéḱyōnti|spéḱyoyth₂e|spéḱyowosdʰh₂|spéḱyedʰh₂we|spéḱyoywedʰh₂|spéḱyēte|spéḱyet|spéḱyeso|spéḱyontor|spéḱyōh₂er|spéḱyomosdʰh₂|spéḱyōmosdʰh₂|spéḱyoyro|spéḱyonto|spéḱyētor|spéḱyētes|spéḱyoytām|spéḱyoyte|spéḱyetom|spéḱyomnos|spéḱyome|spéḱyoyto|spéḱyomos|spéḱyonti|spéḱyoyh₁n̥to|spéḱyeth₂er|spéḱyoytom|spéḱyēdʰh₂we|spéḱyōwosdʰh₂|spéḱyetes|spéḱyowos|spéḱyeto|spéḱyom|spéḱyoyh₁m̥|spéḱyomedʰh₂|spéḱyōwos|spéḱyoh₂er|spéḱyoro|spéḱyoh₂|spéḱyetu|spéḱyetor|spéḱyeth₂e|spéḱyontu|spéḱyōh₂|spéḱyēth₂er|spéḱyonts|spéḱyēti|spéḱyoydʰh₂we|spéḱyetām	<i>verb</i><br><ol><li>to be looking at, to keep looking at</li></ol>
spḗr|sprés|spérh₁e|spéres|spróHom|spréy|spérm̥|spéri|spr̥sú|spr̥bʰí|spérm̥s|spr̥mós|spérh₁|spréh₁|spér	<i>noun</i><br><ol><li>sparrow</li></ol>
srobʰéyeti|srobʰéyowedʰh₂|srobʰéyoytom|srobʰéyētor|srobʰéyet|srobʰéyontor|srobʰéyōror|srobʰéyoywedʰh₂|srobʰéyete|srobʰéyēti|srobʰéyome|srobʰéyoyme|srobʰéyont|srobʰéyōh₂er|srobʰéyetes|srobʰéyom|srobʰéyoyt|srobʰéyesi|srobʰéyonti|srobʰéyes|srobʰéyoyh₁o|srobʰéyonts|srobʰéyoh₂e|srobʰéyōwos|srobʰéyetām|srobʰéyontu|srobʰéyetor|srobʰéyēte|srobʰéyowosdʰh₂|srobʰéyōntor|srobʰéyoydʰh₂we|srobʰéyetu|srobʰéyomnos|srobʰéyeth₂e|srobʰéyedʰh₂we|srobʰéyoyh₁n̥t|srobʰéyoror|srobʰéyoyh₁n̥to|srobʰéyoh₂|srobʰéyoyto|srobʰéyeso|srobʰéyōh₂|srobʰéyowos|srobʰéyōnti|srobʰéyēsi|srobʰéyoh₂er|srobʰéyonto|srobʰéyeto|srobʰéyēth₂er|srobʰéyowe|srobʰéyoyh₂e|srobʰéyōwosdʰh₂|srobʰéyōmosdʰh₂|srobʰéyoro|srobʰéyoyro|srobʰéyoys|srobʰéyoywe|srobʰéyētes|srobʰéyoytām|srobʰéyoyte|srobʰéyeth₂er|srobʰéyomos|srobʰéyoyth₂e|srobʰéyomosdʰh₂|srobʰéyomedʰh₂|srobʰéyōmos|srobʰéyetom|srobʰéye|srobʰéyēdʰh₂we|srobʰéyoymedʰh₂|srobʰéyoyh₁m̥	<i>verb</i><br><ol><li>to be sipping, sucking</li><li>to cause to sip, suck</li></ol>
